Import_Type;IOP_ID;MBLID;Manager;Client_name;Organization_Type;Investment_Pool;Country;Existing_Client_(Is_this_a_cross_sale?);Decision_date;Fee_re_negotiation_with_existing_client;Strategy_name_or_mutual_fund_ticker;Asset_class;Product;Benchmark;Size_of_mandate_(in_millions_USD);Vehicle;Consultant_used_by_investor;Name_of_lead_consultant_used_by_investor;Delegated/fiduciary_account;Negotiated_Fee_Max_Break_point_#1;Negotiated_Fee_Max_Break_point_#1_BPs;Negotiated_Fee_Max_Break_point_#2;Negotiated_Fee_Max_Break_point_#2_BPs;Negotiated_Fee_Max_Break_point_#3;Negotiated_Fee_Max_Break_point_#3_BPs;Negotiated_Fee_Max_Break_point_#4;Negotiated_Fee_Max_Break_point_#4_BPs;Negotiated_Fee_Max_Break_point_#5;Negotiated_Fee_Max_Break_point_#5_BPs;Negotiated_Fee_Max_Break_point_#6;Negotiated_Fee_Max_Break_point_#6_BPs;Published_Fee_Max_Break_point_#1;Published_Fee_Max_Break_point_#1_BPs;Published_Fee_Max_Break_point_#2;Published_Fee_Max_Break_point_#2_BPs;Published_Fee_Max_Break_point_#3;Published_Fee_Max_Break_point_#3_BPs;Published_Fee_Max_Break_point_#4;Published_Fee_Max_Break_point_#4_BPs;Published_Fee_Max_Break_point_#5;Published_Fee_Max_Break_point_#5_BPs;Published_Fee_Max_Break_point_#6;Published_Fee_Max_Break_point_#6_BPs;Minimum_required_asset_level_(in_Millions_USD);Performance_fee_included;Recent_investment_performance_1_Year;Recent_investment_performance_3_Year;Recent_investment_performance_5_Year;Seed/scale_discount_offered;Relationship/strategic_acct_discount_offered;Pricing_impacted_by_MFN;Custom_servicing_commitments;Custom_reporting;Additional_commentary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;20R;Corporation;Defined Benefit;United States;Yes;2018-05-21;No;;Equity ;Absolute Return/Unconstrained Equity;;100;Separate Account;No;;No;100;70;;;;;;;;;;;100;30;;;;;;;;;;;100;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;27W;Corporation;Defined Benefit;United States;Yes;2018-05-09;No;;Equity ;Absolute Return/Unconstrained Equity;;200;Limited Partnership;No;;No;100;60;200;55;;;;;;;;;;;;;;;;;;;;;;No;;;;No;;No;;;New Strategy, No STD Fee ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;31AA;Corporation;Defined Benefit;United States;Yes;2018-10-19;No;;Equity ;Emerging Markets Equity;;150;Collective Investment Trust;No;;No;100;80;150;75;;;;;;;;;100;75;150;70;;;;;;;;;10;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;34CC;Corporation;Defined Benefit;United States;Yes;2018-05-16;No;;Equity ;Large Cap Value Equity;;248249900;Separate Account;No;;No;25;60;250;40;;;;;;;;;25;50;250;35;;;;;;;;;35;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;35DD;Corporation;Defined Benefit;United States;Yes;2018-05-16;No;;Equity ;Large Cap Value Equity;;248249900;Separate Account;No;;No;25;60;250;40;;;;;;;;;25;50;250;35;;;;;;;;;35;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;38GG;Corporation;Defined Benefit;United States;Yes;2018-05-24;No;;Fixed Income;Liability Driven Investing (LDI);;250;Separate Account;Yes;CAPTRUST Financial Advisors;No;75;30;225;25;250;22;;;;;;;75;40;225;25;525;18;526;13;;;;;100;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;55TT;Corporation;Defined Benefit;United States;No;2018-04-17;No;;Fixed Income;Emerging Markets Debt;;75;Collective Investment Trust;Yes;Willis Towers Watson Investment;Yes;75;75;;;;;;;;;;;100;75;101;70;;;;;;;;;10;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;76MMM;Corporation;Other investment pool;United States;No;2018-07-03;No;;Equity ;Emerging Markets Equity;;56;Limited Partnership;Yes;Other;No;56;80;;;;;;;;;;;56;78;;;;;;;;;;;1;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;77NNN;Corporation;Defined Benefit;United States;Yes;2018-07-05;No;;Equity ;Emerging Markets Equity;;103;Collective Investment Trust;Yes;Other;No;100;80;103;75;;;;;;;;;103;78;;;;;;;;;;;10;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;79PPP;Corporation;Defined Benefit;United States;Yes;2018-10-22;No;;Equity ;U.S. Low Volatility/Defensive Equity;;90;Separate Account;Yes;Wilshire Associates;No;25;60;90;40;;;;;;;;;25;60;90;40;;;;;;;;;35;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;0011N00001968bm;Corporation;Defined Contribution;United States;No;2017-10-04;No;Target Date;Multi-Asset;Target Date Fund (TDF);S&P Target Date Retirement Income Index;60;Collective Investment Trust;Yes;Russell Investments;No;2000;39;;;;;;;;;;;2000;49;;;;;;;;;;;50;No;;;;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;110RRRR;Endowment;Other investment pool;United States;Yes;2018-10-25;No;;Fixed Income;Short Duration Bonds;;32;Separate Account;Yes;Other;No;32;20;;;;;;;;;;;32;12;;;;;;;;;;;25;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;93BBBB;Endowment;Other investment pool;United States;Yes;2018-12-07;No;;Equity ;Emerging Markets Equity;;3;Limited Partnership;Yes;Other;No;3;80;;;;;;;;;;;100;80;101;75;;;;;;;;;;No;;;;No;;No;;;Standard Fee data only ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;2B;Foundation;Other investment pool;United States;Yes;2018-10-19;No;;Equity ;Emerging Markets Equity;;15;Limited Partnership;Yes;Aon Hewitt;No;15;80;;;;;;;;;;;100;80;101;75;;;;;;;;;;No;;;;No;;No;;;Standard Fee data only ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;37FF;Healthcare Service Organization;Other investment pool;United States;Yes;2018-04-19;No;;Fixed Income;Short Duration Bonds;;40;Separate Account;Yes;Other;No;40;20;;;;;;;;;;;50;18;150;15;350;13;650;10;1150;8;1151;6;25;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;61YY;Healthcare Service Organization;Other investment pool;United States;Yes;2018-05-17;No;;Equity ;Large Cap Value Equity;;30;Collective Investment Trust;Yes;Other;No;25;60;30;40;;;;;;;;;30;42;;;;;;;;;;;35;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;62ZZ;Healthcare Service Organization;Other investment pool;United States;Yes;2018-05-17;No;;Equity ;Large Cap Value Equity;;30;Collective Investment Trust;Yes;Other;No;25;60;30;40;;;;;;;;;30;42;;;;;;;;;;;35;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;138NNNNN;Insurer;Other investment pool;United States;Yes;2018-02-01;No;;Fixed Income;Other Fixed Income;;200;Separate Account;No;;No;200;10;;;;;;;;;;;;;;;;;;;;;;;;No;;;;No;;Yes;;;No Standard Fees, Custom/NSF fee arrangement ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;46NN;Public;Defined Benefit;United States;Yes;2018-04-23;No;;Fixed Income;High Yield Bonds;;500;Separate Account;Yes;Wilshire Associates;No;100;45;300;35;500;30;;;;;;;500;23;1500;20;1501;19;;;;;;;100;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;83RRR;Public;Defined Benefit;Canada;No;2018-10-15;No;;Equity ;Emerging Markets Equity;;160;Collective Investment Trust;Yes;Pavilion;No;100;80;160;75;;;;;;;;;100;75;160;70;;;;;;;;;1;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;123AAAAA;Union;Defined Benefit;United States;Yes;2018-07-30;No;;Multi-Asset;Global Tactical Asset Allocation (GTAA);;7;Collective Investment Trust;Yes;Other;No;7;43;;;;;;;;;;;7;43;;;;;;;;;;;20;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;42JJ;Union;Defined Benefit;United States;Yes;2018-05-18;No;;Multi-Asset;Global Tactical Asset Allocation (GTAA);;20;Collective Investment Trust;Yes;Other;No;20;43;;;;;;;;;;;20;43;;;;;;;;;;;20;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;43KK;Union;Defined Benefit;United States;Yes;2018-05-18;No;;Multi-Asset;Global Tactical Asset Allocation (GTAA);;20;Collective Investment Trust;Yes;Other;No;20;43;;;;;;;;;;;20;43;;;;;;;;;;;20;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;45MM;Union;Defined Benefit;United States;No;2018-04-12;No;;Multi-Asset;Global Tactical Asset Allocation (GTAA);;25;Collective Investment Trust;Yes;Other;No;25;43;;;;;;;;;;;25;43;;;;;;;;;;;20;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;63AAA;Union;Other investment pool;United States;Yes;2018-04-26;No;;Equity ;Small Cap Core Equity;;18;Mutual fund-non-UCIT;Yes;Segal Marco Advisors;No;18;50;;;;;;;;;;;18;10;;;;;;;;;;;35;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;75LLL;Union;Defined Benefit;United States;No;2018-06-20;No;;Equity ;Large Cap Value Equity;;100;Separate Account;Yes;Other;No;25;60;100;40;;;;;;;;;100;18;;;;;;;;;;;35;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;82QQQ;Union;Defined Benefit;United States;No;2018-11-07;No;;Equity ;Emerging Markets Equity;;12;Collective Investment Trust;Yes;Marquette Associates;No;12;80;;;;;;;;;;;100;80;101;75;;;;;;;;;;No;;;;No;;No;;;Standard Fee data only ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;30976;Corporation;Defined Benefit;United States;No;2018-03-29;No;Long Duration Gov/Credit;Fixed Income;Long Duration Bonds;BBG BARC LT Govt Credit;150;Separate Account;No;;No;150;22.5;;;;;;;;;;;100;30;150;25;151;20;;;;;;;50;No;2nd Quartile;1st Quartile;2nd Quartile;Yes;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;31969;Corporation;Defined Benefit;United States;No;2018-03-29;No;High Yield US;Fixed Income;High Yield Bonds;BBG BARC High Yield 2% Issuer Cap;6;Collective Investment Trust;No;;No;6;50;;;;;;;;;;;50;50;100;45;101;30;;;;;;;5;No;4th Quartile;2nd Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32583;Corporation;Other Investment Pool;United States;No;2018-01-02;No;High Yield Full Discretion;Fixed Income;High Yield Bonds;BBG BARC High Yield;8;Collective Investment Trust;Yes;Rocaton Investment Advisors;No;8;50;;;;;;;;;;;8;50;;;;;;;;;;;5;No;3rd Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32607;Corporation;Other Investment Pool;United States;No;2018-01-12;No;Credit Asset;Fixed Income;Multi-Asset Credit;50% BBG BARC Corp, 25% BBG BARC HY 2% Iss Cap, 25% SP LLI;25;Collective Investment Trust;Yes;NEPC;No;25;45;;;;;;;;;;;25;45;;;;;;;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32611;Corporation;Other Investment Pool;United States;Yes;2018-01-12;No;Long Duration Gov/Credit;Fixed Income;Long Duration Bonds;BBG BARC LT Govt Credit;35;Collective Investment Trust;No;;No;35;22.5;;;;;;;;;;;150;25;151;20;;;;;;;;;5;No;2nd Quartile;1st Quartile;1st Quartile;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32635;Corporation;Other Investment Pool;United States;No;2018-01-30;No;Multisector Full Discretion;Fixed Income;Global Multi-Sector/Flexible Bonds;BBG BARC Govt Credit;30;Separate Account;No;;No;20;50;30;40;;;;;;;;;20;50;50;40;51;30;;;;;;;35;No;2nd Quartile;1st Quartile;2nd Quartile;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32667;Corporation;Defined Benefit;United States;No;2018-02-02;No;All Cap Growth;Equity ;All Cap Equity;Russell 3000 Growth;11;Collective Investment Trust;No;;No;11;50;;;;;;;;;;;10;77.5;20;60;100;55;200;50;201;45;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32669;Corporation;Defined Benefit;United Kingdom;No;2018-02-07;No;Global Credit;Fixed Income;Global Investment Grade Credit;BBG BARC G4 Corp Exc Ret O Swaps GBPH + ICE GBP LIBOR 3M CM;330;Separate Account;Yes;Other;No;40;40;80;30;330;20;;;;;;;50;40;100;30;330;20;;;;;;;50;No;3rd Quartile;2nd Quartile;3rd Quartile;Yes;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32700;Corporation;Defined Benefit;United States;Yes;2018-02-16;No;Long Corp Disciplined Alpha;Fixed Income;Long Duration Bonds;90% BBG BARC US Long Corp, 10% BBG BARC US Long Govt;250;Separate Account;Yes;Willis Towers Watson Investment;No;250;15;;;;;;;;;;;20;35;100;25;200;20;250;18;;;;;50;No;3rd Quartile;1st Quartile;1st Quartile;Yes;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32731;Corporation;Other Investment Pool;United States;No;2018-02-28;No;High Yield Full Discretion;Fixed Income;High Yield Bonds;BBG BARC High Yield;18;Collective Investment Trust;Yes;Verus;Yes;18;50;;;;;;;;;;;18;50;;;;;;;;;;;5;No;3rd Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32733;Corporation;Other Investment Pool;United States;No;2018-02-28;No;High Yield Full Discretion;Fixed Income;High Yield Bonds;BBG BARC High Yield;17;Collective Investment Trust;Yes;Verus;Yes;17;50;;;;;;;;;;;17;50;;;;;;;;;;;5;No;3rd Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32741;Corporation;Other Investment Pool;United States;Yes;2018-02-28;No;Credit Asset;Fixed Income;Multi-Asset Credit;50% BBG BARC Corp, 25% BBG BARC HY 2% Iss Cap, 25% SP LLI;4;Collective Investment Trust;Yes;NEPC;Yes;4;40;;;;;;;;;;;4;45;;;;;;;;;;;0;No;3rd Quartile;1st Quartile;1st Quartile;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32769;Corporation;Other Investment Pool;Japan;No;2018-03-09;No;All Cap Growth;Equity ;All Cap Equity;MSCI USA Gross Total Return USD Index;75;Mutual Fund-non-UCIT;No;;No;75;54.5;;;;;;;;;;;20;67.5;50;60;100;55;200;50;201;45;;;20;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32771;Corporation;Defined Benefit;United States;No;2018-03-14;No;All Cap Growth;Equity ;All Cap Equity;Russell 3000 Growth;27;Separate Account;No;;No;27;55;;;;;;;;;;;20;67.5;50;60;100;55;200;50;201;45;;;20;No;3rd Quartile;1st Quartile;1st Quartile;No;No;Yes;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32773;Corporation;Other Investment Pool;United States;No;2018-03-14;No;All Cap Growth;Equity ;All Cap Equity;Russell 3000 Growth;70;Separate Account;No;;No;10;55;70;50;;;;;;;;;20;67.5;50;60;100;55;200;50;201;45;;;20;No;3rd Quartile;1st Quartile;1st Quartile;No;No;Yes;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;52828;Financial Institution;Other Investment Pool;United States;No;2018-12-28;No;Large Cap Growth            ;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;271.50702062;Mutual Fund-non-UCIT;No;;No;2000;23.8;;;;;;;;;;;20;57.5;50;50;100;45;2000;40;;;;;0;No;3rd Quartile;1st Quartile;1st Quartile;Yes;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32859;Corporation;Other Investment Pool;United States;Yes;2018-04-23;No;Intermediate Dur FixedIncome - Stable Value;Fixed Income;Short Duration Bonds;BBG BARC Intermediate U.S. Govt Credit;118;Separate Account;No;;No;118;13;;;;;;;;;;;50;28.999999999999996;100;25;118;20;;;;;;;50;No;2nd Quartile;1st Quartile;1st Quartile;Yes;Yes;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32905;Corporation;Other Investment Pool;United States;No;2018-05-14;No;Credit Asset;Fixed Income;Multi-Asset Credit;50% BBG BARC Corp, 25% BBG BARC HY 2% Iss Cap, 25% SP LLI;23;Collective Investment Trust;Yes;NEPC;No;23;45;;;;;;;;;;;23;45;;;;;;;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32923;Corporation;Defined Benefit;United States;Yes;2018-05-22;No;Long Duration Gov/Credit;Fixed Income;Long Duration Bonds;BBG BARC LT Govt Credit;550;Separate Account;Yes;Callan;No;100;30;200;25;400;20;550;15;;;;;100;30;150;25;550;20;;;;;;;50;No;2nd Quartile;1st Quartile;2nd Quartile;Yes;Yes;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32935;Corporation;Other Investment Pool;France;No;2018-05-23;No;Investment Grade Corporate;Fixed Income;U.S. Investment Grade Credit;BBG BARC US Corporate 5-10 yrs;155;Separate Account;No;;No;155;11.999999999999998;;;;;;;;;;;50;32;100;25;155;20;;;;;;;50;No;3rd Quartile;2nd Quartile;2nd Quartile;Yes;No;No;No;No;Buy & Maintain (or Hold);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32957;Corporation;Other Investment Pool;United States;No;2018-05-24;No;Core Fixed Income;Fixed Income;U.S. Core Bonds;BBG BARC Aggregate;19;Collective Investment Trust;Yes;Pavilion;No;5;35;19;22.5;;;;;;;;;5;35;50;22.5;51;18;;;;;;;5;No;2nd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;32961;Corporation;Other Investment Pool;United States;No;2018-05-29;No;Core Disciplined Alpha;Fixed Income;U.S. Core Bonds;BBG BARC Aggregate;38;Separate Account;Yes;Other;No;20;35;38;25;;;;;;;;;20;35;100;25;200;20;201;18;;;;;35;No;2nd Quartile;2nd Quartile;2nd Quartile;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
